feature,latent_dim,final_encoding_weight,mean_boot_encoding_weight,std_boot_encoding_weight,bsr,abs_bsr,bsr_threshold,bsr_selected,bsr_thresholded_weight,top_bsr_percent,top_bsr_cutoff,top_bsr_selected,top_bsr_weight,bsr_sign,fdr_method,fdr_q,fdr_t_value,fdr_p_unc,fdr_p_fdr,fdr_selected,fdr_final_selected,unc_p_threshold,fdr_thresholded_weight,fdr_sign
feature_105,0,-0.07071688137333096,-0.06208709268193482,0.02953434347337603,-2.102199858883057,2.102199858883057,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.039192161567686463,0.08914295572258098,False,False,0.005,0.0,zero
feature_106,0,0.04375176645448595,0.038254339828187184,0.033072478324371,1.1566819835209534,1.1566819835209534,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.24235152969406118,0.3723546681392198,False,False,0.005,0.0,zero
feature_107,0,-0.09834471639340699,-0.08700875549850395,0.03131002138206082,-2.7789427045347184,2.7789427045347184,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.003999200159968006,0.013847976673322052,True,True,0.005,-0.09834471639340699,negative
feature_108,0,-0.026507352766840353,-0.022182639447784577,0.03130492019427109,-0.7085991374558456,0.7085991374558456,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.47630473905218956,0.5941005347317633,False,False,0.005,0.0,zero
feature_109,0,0.0534579271223945,0.047233251839248536,0.032110288413441865,1.4709694049174582,1.4709694049174582,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.1375724855028994,0.23128127997588888,False,False,0.005,0.0,zero
feature_110,0,-0.16115283921193468,-0.14291490228600906,0.03504765601195362,-4.0777306829667985,4.0777306829667985,3.0,True,-0.16115283921193468,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.16115283921193468,negative
feature_111,0,-0.13899716224637704,-0.12365450606451407,0.030963000602824333,-3.9936215372238424,3.9936215372238424,3.0,True,-0.13899716224637704,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.13899716224637704,negative
feature_112,0,0.02697134446021074,0.022092020919431188,0.03397422408377218,0.6502582918437705,0.6502582918437705,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5146970605878824,0.631010970580753,False,False,0.005,0.0,zero
feature_113,0,-0.06922118309482714,-0.06319157132178829,0.0357306868362363,-1.7685518224548238,1.7685518224548238,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.07678464307138572,0.1448295706712316,False,False,0.005,0.0,zero
feature_114,0,-0.040121657183995955,-0.03672445595679352,0.038739512935182664,-0.9479844524178543,0.9479844524178543,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3447310537892421,0.4759852763175175,False,False,0.005,0.0,zero
feature_115,0,0.0854387221458881,0.0739497612285316,0.04745561369423514,1.5582932233265996,1.5582932233265996,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.11277744451109778,0.19525647109384092,False,False,0.005,0.0,zero
feature_116,0,0.0057225062728316406,0.003392245597416754,0.04444097819410692,0.07633147908221745,0.07633147908221745,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.9398120375924816,0.9662349468432305,False,False,0.005,0.0,zero
feature_117,0,0.06260281989732305,0.05628412057669442,0.0553654544995321,1.0165927668338763,1.0165927668338763,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3103379324135173,0.44626166791181643,False,False,0.005,0.0,zero
feature_118,0,0.11058919221703833,0.09683347674434169,0.05074698174649709,1.9081622869329722,1.9081622869329722,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.05078984203159368,0.10712039410299758,False,False,0.005,0.0,zero
feature_119,0,0.053846416626027904,0.04681266481197526,0.05025138895943683,0.9315695701418856,0.9315695701418856,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.35952809438112376,0.48321433979100137,False,False,0.005,0.0,zero
feature_120,0,0.031549163617120214,0.029187133103969427,0.05112066770764236,0.5709458505293751,0.5709458505293751,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5734853029394121,0.6719625771815334,False,False,0.005,0.0,zero
feature_121,0,-0.023563215643381222,-0.019778185669543712,0.049996160401273554,-0.39559409184229877,0.39559409184229877,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.7030593881223756,0.7551378613166256,False,False,0.005,0.0,zero
feature_122,0,0.06558473345177696,0.056917129885542296,0.04794970810577127,1.1870172339733536,1.1870172339733536,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.22875424915016995,0.3574265012769258,False,False,0.005,0.0,zero
feature_123,0,-0.0343751565981544,-0.031077948673681074,0.05965002691809194,-0.5210047719903893,0.5210047719903893,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6010797840431914,0.6972525494901021,False,False,0.005,0.0,zero
feature_124,0,0.036436634130429954,0.03283033114602271,0.053400598063183244,0.6147933232354079,0.6147933232354079,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5318936212757448,0.639374715730429,False,False,0.005,0.0,zero
feature_125,0,0.04684029540131761,0.040067275489228484,0.056705117084990375,0.706590120062271,0.706590120062271,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.4903019396120776,0.6082890373796899,False,False,0.005,0.0,zero
feature_126,0,-0.07527376372394827,-0.06739982018765171,0.07395273898036593,-0.9113904517525174,0.9113904517525174,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3599280143971206,0.48321433979100137,False,False,0.005,0.0,zero
feature_127,0,-0.03115227711204079,-0.02677145342421287,0.05836017501863288,-0.45872812094318505,0.45872812094318505,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6402719456108779,0.7161843821711847,False,False,0.005,0.0,zero
feature_128,0,-0.06405111623522808,-0.05689391379733523,0.07225674646081635,-0.7873854910999607,0.7873854910999607,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.4195160967806439,0.5437303600732368,False,False,0.005,0.0,zero
feature_129,0,-0.030058223387662595,-0.027062028024290224,0.0626590412471172,-0.4318934264819331,0.4318934264819331,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.647870425914817,0.7161843821711847,False,False,0.005,0.0,zero
feature_130,0,0.03615442333563345,0.03159731198029604,0.05366828831526564,0.5887519981014256,0.5887519981014256,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5570885822835433,0.66279256969119,False,False,0.005,0.0,zero
feature_131,0,0.05245258549843116,0.04515621282553144,0.052455394995439455,0.8608497339398051,0.8608497339398051,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3783243351329734,0.5044324468439645,False,False,0.005,0.0,zero
feature_132,0,0.003907637152159963,0.003157717126726678,0.053710770436824117,0.05879113446046841,0.05879113446046841,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.9606078784243152,0.977460648221233,False,False,0.005,0.0,zero
feature_133,0,0.04943062460873849,0.0440505770483335,0.051645458400728955,0.8529419316319156,0.8529419316319156,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.38392321535692864,0.5060806020614059,False,False,0.005,0.0,zero
feature_134,0,-0.08526460809118361,-0.07603940623303929,0.03572558734341282,-2.1284298422335004,2.1284298422335004,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.03759248150369926,0.0863510466223587,False,False,0.005,0.0,zero
feature_135,0,-0.38946987051346216,-0.3439863195474181,0.043540416319103666,-7.900391145237894,7.900391145237894,3.0,True,-0.38946987051346216,10,5.612873764799786,True,-0.38946987051346216,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.38946987051346216,negative
feature_136,0,0.07552861097233274,0.06783647388654782,0.04666459389764126,1.4537032945223323,1.4537032945223323,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.14917016596680663,0.24897466549855496,False,False,0.005,0.0,zero
feature_137,0,0.11225626011470119,0.10019710010038804,0.04902537627515328,2.0437803381260182,2.0437803381260182,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.04239152169566087,0.09548381585818759,False,False,0.005,0.0,zero
feature_138,0,-0.00089451947538223,9.079338118973297e-05,0.048443537378079014,0.0018742103922166822,0.0018742103922166822,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.9978004399120176,0.9978004399120176,False,False,0.005,0.0,zero
feature_139,0,-0.023962301477232686,-0.021552448181677026,0.04497654712167924,-0.47919303639225974,0.47919303639225974,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6266746650669867,0.7105700811057302,False,False,0.005,0.0,zero
feature_140,0,0.017408122336235864,0.014993825096914227,0.04299499102556025,0.3487342301804527,0.3487342301804527,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.728254349130174,0.7785945115124441,False,False,0.005,0.0,zero
feature_141,0,-0.047869152001358606,-0.04236875624274324,0.0463771332375395,-0.9135699704795095,0.9135699704795095,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3587282543491302,0.48321433979100137,False,False,0.005,0.0,zero
feature_142,0,-0.048907649062801005,-0.04305775405956734,0.05432548704304675,-0.7925884589943756,0.7925884589943756,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.4243151369726055,0.5438735457328423,False,False,0.005,0.0,zero
feature_143,0,-0.020229584414888275,-0.019209203310417325,0.05604266966701506,-0.3427603186027959,0.3427603186027959,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.7366526694661067,0.7839606390648476,False,False,0.005,0.0,zero
feature_144,0,0.12784726937690336,0.11211256979009022,0.038753024552938733,2.8930018000772657,2.8930018000772657,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0011997600479904018,0.005457731983015161,True,True,0.005,0.12784726937690336,positive
feature_145,0,0.10087981667376837,0.08992813614070252,0.04290503577476465,2.0959809149860993,2.0959809149860993,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.03079384123175365,0.07216334510875602,False,False,0.005,0.0,zero
feature_146,0,0.1471055113692703,0.13130657527922548,0.04063427332580669,3.2314242271888522,3.2314242271888522,3.0,True,0.1471055113692703,10,5.612873764799786,False,0.0,positive,sign,0.05,,0.0015996800639872025,0.0067477413608187445,True,True,0.005,0.1471055113692703,positive
feature_147,0,-0.3051605573727703,-0.272424242226503,0.03912554036406721,-6.962823764005997,6.962823764005997,3.0,True,-0.3051605573727703,10,5.612873764799786,True,-0.3051605573727703,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.3051605573727703,negative
feature_148,0,-0.11597042096644576,-0.1054598170119968,0.04404867253891867,-2.3941656112069905,2.3941656112069905,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.020395920815836834,0.05199839153048512,False,False,0.005,0.0,zero
feature_149,0,0.10414334399022455,0.09226759258292686,0.05054586216070636,1.8254232619392212,1.8254232619392212,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0647870425914817,0.12737791424765893,False,False,0.005,0.0,zero
feature_150,0,0.10374005190391415,0.09244075307081821,0.0357407665502199,2.586423347717747,2.586423347717747,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.009998000399920015,0.03052021174712426,True,False,0.005,0.0,zero
feature_151,0,0.051948445651937715,0.04487992178701045,0.04973383919324155,0.9024021172511711,0.9024021172511711,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3603279344131174,0.48321433979100137,False,False,0.005,0.0,zero
feature_152,0,0.11006291753291758,0.09718209363426142,0.049645092871149495,1.9575367476195686,1.9575367476195686,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.04839032193561288,0.1046983263897679,False,False,0.005,0.0,zero
feature_153,0,0.20373634702833276,0.1815598087617359,0.036931226624544226,4.916159720540465,4.916159720540465,3.0,True,0.20373634702833276,10,5.612873764799786,False,0.0,positive,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,0.20373634702833276,positive
feature_154,0,0.1501341465635023,0.13503180366999368,0.05116910458711601,2.638932315888007,2.638932315888007,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.010797840431913617,0.03211665359235845,True,False,0.005,0.0,zero
feature_155,0,0.04298068834755321,0.04041179352197439,0.04297938499160132,0.9402599299611042,0.9402599299611042,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.34673065386922614,0.4759852763175175,False,False,0.005,0.0,zero
feature_156,0,0.057833764384259925,0.0504389798810668,0.04839551644953848,1.0422242302891636,1.0422242302891636,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.2971405718856229,0.4335636017450598,False,False,0.005,0.0,zero
feature_157,0,0.08007705810821814,0.07217731952706892,0.04256273049684114,1.695786869980667,1.695786869980667,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.08798240351929613,0.16329534093181364,False,False,0.005,0.0,zero
feature_158,0,-0.11964289027331325,-0.10576763640619861,0.05509271689838488,-1.9198115896386176,1.9198115896386176,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.047590481903619274,0.1046983263897679,False,False,0.005,0.0,zero
feature_159,0,-0.09131198865845427,-0.08289285310090594,0.051486010413264456,-1.610007309471974,1.610007309471974,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.11237752449510098,0.19525647109384092,False,False,0.005,0.0,zero
feature_160,0,-0.09580157026219865,-0.08590230218850563,0.04979826548161257,-1.7250059084934204,1.7250059084934204,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.08958208358328335,0.1649447888200138,False,False,0.005,0.0,zero
feature_161,0,-0.1619979818949322,-0.14588299704294205,0.05309151101433489,-2.7477650241213354,2.7477650241213354,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.007998400319936013,0.02541957361952267,True,False,0.005,0.0,zero
feature_162,0,-0.4104612676873762,-0.3635796125857562,0.04909055669944196,-7.40630453249452,7.40630453249452,3.0,True,-0.4104612676873762,10,5.612873764799786,True,-0.4104612676873762,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.4104612676873762,negative
feature_163,0,-0.023219092315498457,-0.023137500914382637,0.04876811094112517,-0.47443914615259886,0.47443914615259886,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6350729854029195,0.7152278282207636,False,False,0.005,0.0,zero
feature_164,0,-0.08684163612893148,-0.07671972000283574,0.043664316301488496,-1.75703472540621,1.75703472540621,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.07878424315136973,0.14740277750901432,False,False,0.005,0.0,zero
feature_165,0,-0.03836650363403344,-0.03458155592273774,0.05080515391080309,-0.680670232462073,0.680670232462073,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5058988202359528,0.6243006717805375,False,False,0.005,0.0,zero
feature_166,0,0.06657557194327315,0.05704357569498909,0.047264231766519026,1.2069079209153157,1.2069079209153157,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.22515496900619877,0.35534661775127974,False,False,0.005,0.0,zero
feature_167,0,-0.21397983015588237,-0.1914953821387704,0.050392488110653125,-3.8000779345977103,3.8000779345977103,3.0,True,-0.21397983015588237,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0007998400319936012,0.003786997702500316,True,True,0.005,-0.21397983015588237,negative
feature_168,0,0.21794314832587564,0.19249917765368177,0.04240679154305359,4.539347841447674,4.539347841447674,3.0,True,0.21794314832587564,10,5.612873764799786,False,0.0,positive,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,0.21794314832587564,positive
feature_169,0,-0.13533506004068235,-0.11938559090123681,0.04812629799109476,-2.4806726443685276,2.4806726443685276,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.016796640671865627,0.045844948657327356,True,False,0.005,0.0,zero
feature_170,0,0.09478226157342008,0.0827443457897455,0.0507291787606785,1.6310996513486393,1.6310996513486393,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.10277944411117776,0.1848436514247538,False,False,0.005,0.0,zero
feature_171,0,0.1422054073310912,0.12498681618614985,0.048529882622140766,2.575460920837405,2.575460920837405,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.009598080383923215,0.029690061987602476,True,False,0.005,0.0,zero
feature_172,0,0.11777493531090633,0.10409219836517354,0.037486496927584594,2.776791828968603,2.776791828968603,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.00599880023995201,0.01960171346012488,True,False,0.005,0.0,zero
feature_173,0,-0.030265354101297316,-0.026220397562133485,0.052731280878005216,-0.49724560309458166,0.49724560309458166,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6082783443311338,0.7020924173374281,False,False,0.005,0.0,zero
feature_174,0,-0.006082673746403908,-0.006429538375923051,0.05057524843819032,-0.12712816198581411,0.12712816198581411,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.870625874825035,0.9017196560687861,False,False,0.005,0.0,zero
feature_175,0,-0.1311883079746778,-0.11583737056499378,0.050095085628834156,-2.312349986249332,2.312349986249332,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.02439512097580484,0.05957545333038655,False,False,0.005,0.0,zero
feature_176,0,-0.0004531010657809484,-0.0004808628703417278,0.03731597879634609,-0.012886245674167147,0.012886245674167147,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.9838032393521295,0.9923580501291046,False,False,0.005,0.0,zero
feature_177,0,-0.15247568765507633,-0.13522936800194563,0.04191950642634188,-3.2259293949360193,3.2259293949360193,3.0,True,-0.15247568765507633,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.001999600079984003,0.007998400319936013,True,True,0.005,-0.15247568765507633,negative
feature_178,0,-0.06746299708905758,-0.059843202364536566,0.04768021746569312,-1.2550949963178117,1.2550949963178117,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.20875824835032994,0.33633273345330933,False,False,0.005,0.0,zero
feature_179,0,0.08929431590857642,0.08079853049014114,0.03945842887133223,2.0476874726465293,2.0476874726465293,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.04399120175964807,0.09813421930998414,False,False,0.005,0.0,zero
feature_180,0,0.07895912468471032,0.07079162758907698,0.042996167605626544,1.646463662491935,1.646463662491935,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.09758048390321936,0.17686462707458508,False,False,0.005,0.0,zero
feature_181,0,-0.10959686268477853,-0.09886911509181014,0.04063515643274675,-2.433093010370061,2.433093010370061,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.017196560687862426,0.04639072185562887,True,False,0.005,0.0,zero
feature_182,0,-0.388900059292775,-0.34716065064419543,0.040994983586544416,-8.468369060602388,8.468369060602388,3.0,True,-0.388900059292775,10,5.612873764799786,True,-0.388900059292775,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.388900059292775,negative
feature_183,0,-0.193739306688296,-0.17416962817061285,0.052851820741005764,-3.2954328862975406,3.2954328862975406,3.0,True,-0.193739306688296,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.001999600079984003,0.007998400319936013,True,True,0.005,-0.193739306688296,negative
feature_184,0,-0.4585027759174657,-0.4079580943121248,0.04841401305437103,-8.42644657144968,8.42644657144968,3.0,True,-0.4585027759174657,10,5.612873764799786,True,-0.4585027759174657,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.4585027759174657,negative
feature_185,0,-0.4152868802257903,-0.36858229490843264,0.0453606677269793,-8.12559235518506,8.12559235518506,3.0,True,-0.4152868802257903,10,5.612873764799786,True,-0.4152868802257903,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.4152868802257903,negative
feature_186,0,-0.2622618406915983,-0.23500843217261658,0.04381506626374701,-5.363644340007873,5.363644340007873,3.0,True,-0.2622618406915983,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.2622618406915983,negative
feature_187,0,-0.431635222881054,-0.3852479698026265,0.04403387490678768,-8.748900037031303,8.748900037031303,3.0,True,-0.431635222881054,10,5.612873764799786,True,-0.431635222881054,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.431635222881054,negative
feature_188,0,-0.2052052228149277,-0.18566979912122394,0.041296544797957364,-4.496012923832012,4.496012923832012,3.0,True,-0.2052052228149277,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.2052052228149277,negative
feature_189,0,-0.059979144185524844,-0.055024934902592665,0.050747812463295405,-1.0842819075677557,1.0842819075677557,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.28074385122975404,0.4122314777550819,False,False,0.005,0.0,zero
feature_190,0,-0.12752768767373232,-0.11470329841122909,0.04612324791161817,-2.486886843507307,2.486886843507307,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.013597280543891222,0.0384703547095459,True,False,0.005,0.0,zero
feature_191,0,0.011817400610793767,0.00888376440962944,0.047811257377803174,0.18580905202785591,0.18580905202785591,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.8610277944411118,0.8957777951136231,False,False,0.005,0.0,zero
feature_192,0,0.049945148067207464,0.04601235281604604,0.049387486360389914,0.9316601472746583,0.9316601472746583,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.34353129374125174,0.4759852763175175,False,False,0.005,0.0,zero
feature_193,0,-0.03744491541051566,-0.03680156097665977,0.052043040309788575,-0.7071370303809462,0.7071370303809462,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.47070585882823435,0.5902905905305424,False,False,0.005,0.0,zero
feature_194,0,-0.23497294498959512,-0.2092355771656316,0.05142504523528841,-4.068748529209887,4.068748529209887,3.0,True,-0.23497294498959512,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0007998400319936012,0.003786997702500316,True,True,0.005,-0.23497294498959512,negative
feature_195,0,0.027073135197980987,0.021592765865828728,0.046990927424718706,0.45950925102342743,0.45950925102342743,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6626674665066986,0.7217786489650426,False,False,0.005,0.0,zero
feature_196,0,0.0573821299210199,0.052101748564256437,0.046865037278586145,1.1117402564846157,1.1117402564846157,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.27034593081383723,0.40205292274878357,False,False,0.005,0.0,zero
feature_197,0,0.023871601562022494,0.02029136331384223,0.04037319551525155,0.5025949285133221,0.5025949285133221,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6162767446510697,0.7078029938566742,False,False,0.005,0.0,zero
feature_198,0,-0.28514276576462644,-0.25430363106294507,0.04964803363297295,-5.122128963714957,5.122128963714957,3.0,True,-0.28514276576462644,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.28514276576462644,negative
feature_199,0,-0.04653292691077131,-0.04357386695867985,0.0508624961641937,-0.8566993412595247,0.8566993412595247,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.39232153569286143,0.5142293575183269,False,False,0.005,0.0,zero
feature_200,0,-0.10783220076966023,-0.09644283334206155,0.04944172955386608,-1.95063631900232,1.95063631900232,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0591881623675265,0.1215190590200544,False,False,0.005,0.0,zero
feature_201,0,-0.17306079239932395,-0.15374758041603415,0.046443200099731054,-3.310443296023533,3.310443296023533,3.0,True,-0.17306079239932395,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0011997600479904018,0.005457731983015161,True,True,0.005,-0.17306079239932395,negative
feature_202,0,-0.07138220884727303,-0.06328307489654701,0.05119800672341005,-1.2360456772941342,1.2360456772941342,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.21595680863827235,0.34553089382123575,False,False,0.005,0.0,zero
feature_203,0,0.026770038100553298,0.022840124847940214,0.051957438516930216,0.4395929726308161,0.4395929726308161,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6786642671465707,0.7357481774673104,False,False,0.005,0.0,zero
feature_204,0,-0.07344438118483218,-0.0660615518003107,0.04234207618120528,-1.5601868816634452,1.5601868816634452,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.1191761647670466,0.20480644611818377,False,False,0.005,0.0,zero
feature_205,0,0.0891978607653091,0.07912753377184337,0.047826923220347414,1.6544558680324948,1.6544558680324948,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.09598080383923216,0.17533501173780994,False,False,0.005,0.0,zero
feature_206,0,0.13726895483592697,0.12108928176692277,0.046367645642475204,2.6115037778842627,2.6115037778842627,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.010397920415916816,0.031328799175229884,True,False,0.005,0.0,zero
feature_207,0,0.05173762360893965,0.046483289599025986,0.04304932043445278,1.0797682548741225,1.0797682548741225,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.2695460907818436,0.40205292274878357,False,False,0.005,0.0,zero
feature_208,0,0.08467459661121425,0.07557557838474593,0.04808214178610125,1.5718014126939748,1.5718014126939748,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.11157768446310738,0.19525647109384092,False,False,0.005,0.0,zero
feature_209,0,0.026071476972527253,0.023543008467795685,0.04607602566070183,0.5109600520054289,0.5109600520054289,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.6242751449710058,0.7105700811057302,False,False,0.005,0.0,zero
feature_210,0,0.015237139660974881,0.01482041700377903,0.04986255030348337,0.29722541092615723,0.29722541092615723,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.7686462707458508,0.8066134520843578,False,False,0.005,0.0,zero
feature_211,0,0.06003437140818033,0.0530745730380961,0.04850202791157552,1.094275339061221,1.094275339061221,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.2731453709258148,0.40362882837445246,False,False,0.005,0.0,zero
feature_212,0,-0.0018085810860010312,-0.0003369068220096869,0.04082582817077877,-0.008252296085712455,0.008252296085712455,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.991001799640072,0.995291850720765,False,False,0.005,0.0,zero
feature_213,0,0.03238708228249636,0.02943059947431613,0.045374390659757805,0.6486169631456429,0.6486169631456429,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.5298940211957609,0.639374715730429,False,False,0.005,0.0,zero
